,data,idAluno,porcentagemAcerto,questao
47,2017-08-14 16:38:01.214,5991cd39b3c8b42f3d5da3ff,100.0,59885f8d684f4a3f78163c00
48,2017-08-14 16:38:01.731,5991cd63b3c8b42f3d5da402,0.0,59887121d7c3703f96fda00c
49,2017-08-14 16:38:27.370,5991cd63b3c8b42f3d5da402,0.0,59887121d7c3703f96fda00c
50,2017-08-14 16:39:24.319,5991cd580be9d42f2f68b909,100.0,59887121d7c3703f96fda00c
51,2017-08-14 16:40:52.819,5991ce0cb3c8b42f3d5da40c,0.0,59885f8d684f4a3f78163c00
52,2017-08-14 16:41:46.195,5991ce0cb3c8b42f3d5da40c,0.0,59885f8d684f4a3f78163c00
53,2017-08-14 16:44:12.462,5991cd483c13e92f349ee47b,100.0,59888cb2d2f43b3f548ef054
54,2017-08-14 16:44:28.314,5991ce0cb3c8b42f3d5da40c,0.0,59885f8d684f4a3f78163c00
55,2017-08-14 16:45:28.555,5991cd870be9d42f2f68b90c,100.0,59887121d7c3703f96fda00c
56,2017-08-14 16:45:32.705,5991ce0cb3c8b42f3d5da40c,0.0,59885f8d684f4a3f78163c00
57,2017-08-14 16:46:03.527,5991cdadb3c8b42f3d5da40b,100.0,59887121d7c3703f96fda00c
58,2017-08-14 16:46:10.075,5991cdadb3c8b42f3d5da40b,100.0,59887121d7c3703f96fda00c
59,2017-08-14 16:46:16.773,5991ce0cb3c8b42f3d5da40c,0.0,59885f8d684f4a3f78163c00
60,2017-08-14 16:46:41.137,5991ce0cb3c8b42f3d5da40c,0.0,59885f8d684f4a3f78163c00
61,2017-08-14 16:46:58.159,5991cd63b3c8b42f3d5da402,100.0,59887121d7c3703f96fda00c
62,2017-08-14 16:47:18.572,5991ce0cb3c8b42f3d5da40c,0.0,59885f8d684f4a3f78163c00
63,2017-08-14 16:49:23.842,5991cd65b3c8b42f3d5da403,100.0,59887121d7c3703f96fda00c
64,2017-08-14 16:50:36.546,5991cb910be9d42f2f68b906,100.0,59887121d7c3703f96fda00c
65,2017-08-14 16:52:57.602,5991cd490be9d42f2f68b907,100.0,59887121d7c3703f96fda00c
66,2017-08-14 16:53:15.400,5991cd520be9d42f2f68b908,100.0,59887121d7c3703f96fda00c
67,2017-08-14 16:53:59.207,5991cd673c13e92f349ee47c,100.0,59887121d7c3703f96fda00c
68,2017-08-14 16:54:41.643,5991ce280be9d42f2f68b911,100.0,59887121d7c3703f96fda00c
69,2017-08-14 16:55:11.209,5991cda50be9d42f2f68b90d,100.0,59887121d7c3703f96fda00c
70,2017-08-14 16:56:45.470,5991cd700be9d42f2f68b90b,100.0,59887121d7c3703f96fda00c
71,2017-08-14 16:56:58.747,5991cd700be9d42f2f68b90b,100.0,59887121d7c3703f96fda00c
72,2017-08-14 16:57:36.429,5991cd34b3c8b42f3d5da3fd,100.0,59887121d7c3703f96fda00c
73,2017-08-14 16:58:14.923,5991cd870be9d42f2f68b90c,100.0,59887c83684f4a3f78163c02
74,2017-08-14 17:00:46.702,5991cd793c13e92f349ee481,100.0,59887c83684f4a3f78163c02
75,2017-08-14 17:01:58.204,5991cd76b3c8b42f3d5da404,100.0,59887121d7c3703f96fda00c
76,2017-08-14 17:02:21.165,5991cd870be9d42f2f68b90c,100.0,59888cb2d2f43b3f548ef054
77,2017-08-14 17:02:54.881,5991cd793c13e92f349ee481,100.0,59888cb2d2f43b3f548ef054
78,2017-08-14 17:03:09.036,5991cd94b3c8b42f3d5da407,100.0,59887121d7c3703f96fda00c
79,2017-08-14 17:03:14.891,5991cd3e8907ca2f441cd314,100.0,59887121d7c3703f96fda00c
80,2017-08-14 17:03:22.583,5991cd8bb3c8b42f3d5da405,100.0,59887121d7c3703f96fda00c
81,2017-08-14 17:04:03.040,5991cd3ab3c8b42f3d5da400,100.0,59887121d7c3703f96fda00c
82,2017-08-14 17:04:06.771,5991cd1a8907ca2f441cd313,100.0,59887121d7c3703f96fda00c
83,2017-08-14 17:05:03.448,5991cd3c3c13e92f349ee47a,100.0,59887121d7c3703f96fda00c
84,2017-08-14 17:05:07.723,5991cd45b3c8b42f3d5da401,100.0,59887121d7c3703f96fda00c
85,2017-08-14 17:05:48.176,5991cd963c13e92f349ee482,100.0,59887121d7c3703f96fda00c
86,2017-08-14 17:06:28.337,5991cd793c13e92f349ee481,100.0,59888ea5d2f43b3f548ef057
87,2017-08-14 17:07:03.025,5991cd483c13e92f349ee47b,100.0,59887c83684f4a3f78163c02
88,2017-08-14 17:07:19.781,5991cd6e3c13e92f349ee47d,100.0,59887c83684f4a3f78163c02
89,2017-08-14 17:07:30.845,5991cd688907ca2f441cd315,100.0,59887c83684f4a3f78163c02
90,2017-08-14 17:07:36.561,5991cd870be9d42f2f68b90c,100.0,59888ea5d2f43b3f548ef057
91,2017-08-14 17:08:19.367,5991cd520be9d42f2f68b908,100.0,59887c83684f4a3f78163c02
92,2017-08-14 17:09:47.530,5991cd673c13e92f349ee47c,100.0,59887c83684f4a3f78163c02
93,2017-08-14 17:10:00.292,5991cd65b3c8b42f3d5da403,100.0,59887c83684f4a3f78163c02
94,2017-08-14 17:10:11.042,5991cd640be9d42f2f68b90a,100.0,59887121d7c3703f96fda00c
95,2017-08-14 17:10:57.673,5991cd8fb3c8b42f3d5da406,100.0,59887121d7c3703f96fda00c
96,2017-08-14 17:11:49.190,5991cd3e8907ca2f441cd314,100.0,59888ea5d2f43b3f548ef057
97,2017-08-14 17:12:28.288,5991cd580be9d42f2f68b909,100.0,59887c83684f4a3f78163c02
98,2017-08-14 17:13:18.926,5991cd520be9d42f2f68b908,100.0,59887c83684f4a3f78163c02
99,2017-08-14 17:13:56.759,5991cd8e8907ca2f441cd316,100.0,59887121d7c3703f96fda00c
100,2017-08-14 17:14:01.064,5991cd483c13e92f349ee47b,100.0,59888ea5d2f43b3f548ef057
101,2017-08-14 17:14:01.205,5991cd37b3c8b42f3d5da3fe,100.0,59887121d7c3703f96fda00c
102,2017-08-14 17:14:43.218,5991cd6e3c13e92f349ee47d,100.0,59888ea5d2f43b3f548ef057
103,2017-08-14 17:17:43.100,5991ce280be9d42f2f68b911,100.0,59887c83684f4a3f78163c02
104,2017-08-14 17:18:06.715,5991cd520be9d42f2f68b908,100.0,59888cb2d2f43b3f548ef054
105,2017-08-14 17:19:45.913,5991cd3ab3c8b42f3d5da400,100.0,59887c83684f4a3f78163c02
106,2017-08-14 17:19:46.843,5991cd1a8907ca2f441cd313,100.0,59887c83684f4a3f78163c02
107,2017-08-14 17:20:06.881,5991cd3e8907ca2f441cd314,100.0,59887c83684f4a3f78163c02
108,2017-08-14 17:20:35.193,5991cd963c13e92f349ee482,100.0,59887c83684f4a3f78163c02
109,2017-08-14 17:20:42.798,5991cd34b3c8b42f3d5da3fd,100.0,59887c83684f4a3f78163c02
110,2017-08-14 17:22:06.126,5991cd8fb3c8b42f3d5da406,100.0,59887c83684f4a3f78163c02
111,2017-08-14 17:22:37.035,5991cd673c13e92f349ee47c,100.0,59888cb2d2f43b3f548ef054
112,2017-08-14 17:23:50.501,5991cd3e8907ca2f441cd314,100.0,59888cb2d2f43b3f548ef054
113,2017-08-14 17:23:59.785,5991cd94b3c8b42f3d5da407,100.0,59887c83684f4a3f78163c02
114,2017-08-14 17:24:02.289,5991ce280be9d42f2f68b911,100.0,59888cb2d2f43b3f548ef054
115,2017-08-14 17:25:07.197,5991cd688907ca2f441cd315,100.0,59888cb2d2f43b3f548ef054
116,2017-08-14 17:27:14.981,5991cd8e8907ca2f441cd316,100.0,59887c83684f4a3f78163c02
117,2017-08-14 17:28:34.473,5991cd94b3c8b42f3d5da407,100.0,59888cb2d2f43b3f548ef054
118,2017-08-14 17:28:41.157,5991cd490be9d42f2f68b907,100.0,59887c83684f4a3f78163c02
119,2017-08-14 17:29:04.169,5991cd3ab3c8b42f3d5da400,100.0,59888cb2d2f43b3f548ef054
120,2017-08-14 17:29:08.291,5991cd640be9d42f2f68b90a,100.0,59887c83684f4a3f78163c02
121,2017-08-14 17:29:24.117,5991cd8bb3c8b42f3d5da405,100.0,59887c83684f4a3f78163c02
122,2017-08-14 17:29:28.232,5991cd1a8907ca2f441cd313,100.0,59888cb2d2f43b3f548ef054
123,2017-08-14 17:29:30.067,5991cd6e3c13e92f349ee47d,100.0,59887121d7c3703f96fda00c
124,2017-08-14 17:30:45.381,5991cd37b3c8b42f3d5da3fe,100.0,59887c83684f4a3f78163c02
125,2017-08-14 17:31:06.205,5991cd963c13e92f349ee482,100.0,59888cb2d2f43b3f548ef054
126,2017-08-14 17:31:25.231,5991ce280be9d42f2f68b911,100.0,59888ea5d2f43b3f548ef057
127,2017-08-14 17:31:34.697,5991ce280be9d42f2f68b911,100.0,59888ea5d2f43b3f548ef057
128,2017-08-14 17:31:48.709,5991cda50be9d42f2f68b90d,100.0,59887c83684f4a3f78163c02
129,2017-08-14 17:32:41.069,5991cd45b3c8b42f3d5da401,33.0,59887c83684f4a3f78163c02
130,2017-08-14 17:32:42.253,5991cd483c13e92f349ee47b,100.0,59887121d7c3703f96fda00c
131,2017-08-14 17:32:49.320,5991cb910be9d42f2f68b906,100.0,59887c83684f4a3f78163c02
132,2017-08-14 17:32:58.431,5991cd673c13e92f349ee47c,100.0,59888ea5d2f43b3f548ef057
133,2017-08-14 17:33:25.333,5991cd34b3c8b42f3d5da3fd,100.0,59888cb2d2f43b3f548ef054
134,2017-08-14 17:33:37.907,5991cd490be9d42f2f68b907,100.0,59888ea5d2f43b3f548ef057
135,2017-08-14 17:33:44.359,5991cd3c3c13e92f349ee47a,33.0,59887c83684f4a3f78163c02
136,2017-08-14 17:33:48.306,5991cd700be9d42f2f68b90b,100.0,59887c83684f4a3f78163c02
137,2017-08-14 17:34:10.376,5991cda50be9d42f2f68b90d,100.0,59888cb2d2f43b3f548ef054
138,2017-08-14 17:34:47.484,5991cd45b3c8b42f3d5da401,100.0,59887c83684f4a3f78163c02
139,2017-08-14 17:34:58.134,5991cd700be9d42f2f68b90b,100.0,59887c83684f4a3f78163c02
140,2017-08-14 17:35:12.645,5991cd3c3c13e92f349ee47a,100.0,59887c83684f4a3f78163c02
141,2017-08-14 17:35:37.381,5991cd6e3c13e92f349ee47d,100.0,59888cb2d2f43b3f548ef054
142,2017-08-14 17:35:50.249,5991cd520be9d42f2f68b908,100.0,59888ea5d2f43b3f548ef057
143,2017-08-14 17:36:38.272,5991ce0cb3c8b42f3d5da40c,0.0,59885f8d684f4a3f78163c00
144,2017-08-14 17:36:44.116,5991cd1a8907ca2f441cd313,100.0,59888ea5d2f43b3f548ef057
145,2017-08-14 17:36:46.925,5991cd3ab3c8b42f3d5da400,100.0,59888ea5d2f43b3f548ef057
146,2017-08-14 17:38:08.150,5991cda50be9d42f2f68b90d,100.0,59888ea5d2f43b3f548ef057
147,2017-08-14 17:38:41.693,5991cd94b3c8b42f3d5da407,100.0,59888ea5d2f43b3f548ef057
148,2017-08-14 17:40:20.272,5991ce0cb3c8b42f3d5da40c,0.0,59885f8d684f4a3f78163c00
149,2017-08-14 17:40:20.415,5991cd688907ca2f441cd315,100.0,59888ea5d2f43b3f548ef057
150,2017-08-14 17:41:08.889,5991cd65b3c8b42f3d5da403,100.0,59888cb2d2f43b3f548ef054
151,2017-08-14 17:43:29.911,5991cd45b3c8b42f3d5da401,100.0,59888cb2d2f43b3f548ef054
152,2017-08-14 17:44:25.061,5991cd3c3c13e92f349ee47a,100.0,59888cb2d2f43b3f548ef054
153,2017-08-14 17:44:37.485,5991cd490be9d42f2f68b907,100.0,59888cb2d2f43b3f548ef054
154,2017-08-14 17:45:29.023,5991ce0cb3c8b42f3d5da40c,0.0,59885f8d684f4a3f78163c00
155,2017-08-14 17:45:42.532,5991ce0cb3c8b42f3d5da40c,0.0,59885f8d684f4a3f78163c00
156,2017-08-14 17:50:16.138,5991cd65b3c8b42f3d5da403,100.0,59888ea5d2f43b3f548ef057
157,2017-08-14 17:50:46.746,5991ce0cb3c8b42f3d5da40c,0.0,59885f8d684f4a3f78163c00
158,2017-08-14 17:52:47.829,5991cd34b3c8b42f3d5da3fd,100.0,59888ea5d2f43b3f548ef057
159,2017-08-14 17:55:39.320,5991cd45b3c8b42f3d5da401,100.0,59888ea5d2f43b3f548ef057
160,2017-08-14 18:15:59.719,5991e6b2b3c8b42f3d5da485,0.0,59885f8d684f4a3f78163c00
161,2017-08-14 18:21:18.540,5991e6b2b3c8b42f3d5da485,0.0,59885f8d684f4a3f78163c00
162,2017-08-14 18:22:20.006,5991e6b2b3c8b42f3d5da485,100.0,59885f8d684f4a3f78163c00
163,2017-08-14 18:22:25.124,5991e6f18907ca2f441cd3cc,100.0,59885f8d684f4a3f78163c00
164,2017-08-14 18:23:02.720,5991e7038907ca2f441cd3ce,100.0,59885f8d684f4a3f78163c00
165,2017-08-14 18:24:11.323,5991e708b3c8b42f3d5da487,100.0,59885f8d684f4a3f78163c00
166,2017-08-14 18:25:05.113,5991e7518907ca2f441cd3d0,100.0,59885f8d684f4a3f78163c00
167,2017-08-14 18:26:34.585,5991e7e40be9d42f2f68b987,0.0,59885f8d684f4a3f78163c00
168,2017-08-14 18:26:37.353,5991e8bcb3c8b42f3d5da488,100.0,59885f8d684f4a3f78163c00
169,2017-08-14 18:27:06.238,5991e83c8907ca2f441cd3d3,0.0,59885f8d684f4a3f78163c00
170,2017-08-14 18:27:08.760,5991e6f90be9d42f2f68b986,100.0,59885f8d684f4a3f78163c00
171,2017-08-14 18:27:18.495,5991e6f10be9d42f2f68b985,100.0,59885f8d684f4a3f78163c00
172,2017-08-14 18:28:16.753,5991e7683c13e92f349ee4ff,100.0,59885f8d684f4a3f78163c00
173,2017-08-14 18:28:58.337,5991e7e40be9d42f2f68b987,0.0,59885f8d684f4a3f78163c00
174,2017-08-14 18:29:09.629,5991e8fb3c13e92f349ee500,100.0,59885f8d684f4a3f78163c00
175,2017-08-14 18:29:21.694,5991e83c8907ca2f441cd3d3,0.0,59885f8d684f4a3f78163c00
176,2017-08-14 18:29:24.565,5991e8a50be9d42f2f68b988,100.0,59885f8d684f4a3f78163c00
177,2017-08-14 18:30:34.546,5991e71c3c13e92f349ee4fd,100.0,59885f8d684f4a3f78163c00
178,2017-08-14 18:30:36.471,5991e83c8907ca2f441cd3d3,100.0,59885f8d684f4a3f78163c00
179,2017-08-14 18:30:43.043,5991e83c8907ca2f441cd3d3,100.0,59885f8d684f4a3f78163c00
180,2017-08-14 18:31:09.392,5991e7088907ca2f441cd3cf,100.0,59885f8d684f4a3f78163c00
181,2017-08-14 18:32:33.580,5991e6f58907ca2f441cd3cd,100.0,59885f8d684f4a3f78163c00
182,2017-08-14 18:33:02.258,5991e6dd3c13e92f349ee4fb,100.0,59885f8d684f4a3f78163c00
183,2017-08-14 18:33:45.778,5991e7083c13e92f349ee4fc,100.0,59885f8d684f4a3f78163c00
184,2017-08-14 18:33:53.156,5991e7e40be9d42f2f68b987,100.0,59885f8d684f4a3f78163c00
185,2017-08-14 18:38:16.165,5991e8268907ca2f441cd3d2,100.0,59885f8d684f4a3f78163c00
186,2017-08-14 18:41:48.126,5991e7253c13e92f349ee4fe,100.0,59885f8d684f4a3f78163c00
187,2017-08-14 18:42:39.364,5991ef07b3c8b42f3d5da4aa,100.0,59885f8d684f4a3f78163c00
188,2017-08-14 18:43:09.018,5991e7fb8907ca2f441cd3d1,100.0,59885f8d684f4a3f78163c00
189,2017-08-14 18:46:46.535,5991e708b3c8b42f3d5da487,100.0,59887121d7c3703f96fda00c
190,2017-08-14 18:47:49.806,5991e6f90be9d42f2f68b986,100.0,59887121d7c3703f96fda00c
191,2017-08-14 18:48:14.755,5991e6f18907ca2f441cd3cc,100.0,59887121d7c3703f96fda00c
192,2017-08-14 18:49:33.515,5991e6f10be9d42f2f68b985,100.0,59887121d7c3703f96fda00c
193,2017-08-14 18:52:30.430,5991e7038907ca2f441cd3ce,100.0,59887121d7c3703f96fda00c
194,2017-08-14 18:52:44.769,5991e83c8907ca2f441cd3d3,100.0,59887121d7c3703f96fda00c
195,2017-08-14 18:53:12.661,5991e6b2b3c8b42f3d5da485,100.0,59887121d7c3703f96fda00c
196,2017-08-14 18:53:41.876,5991e8bcb3c8b42f3d5da488,100.0,59887121d7c3703f96fda00c
197,2017-08-14 18:56:34.526,5991e7e40be9d42f2f68b987,0.0,59887121d7c3703f96fda00c
198,2017-08-14 18:56:59.043,5991e7518907ca2f441cd3d0,100.0,59887121d7c3703f96fda00c
199,2017-08-14 18:57:05.251,5991e8a50be9d42f2f68b988,100.0,59887121d7c3703f96fda00c
200,2017-08-14 18:59:00.684,5991e8268907ca2f441cd3d2,100.0,59887121d7c3703f96fda00c
201,2017-08-14 18:59:59.104,5991e8fb3c13e92f349ee500,100.0,59887121d7c3703f96fda00c
202,2017-08-14 19:00:26.205,5991e6f58907ca2f441cd3cd,100.0,59887121d7c3703f96fda00c
203,2017-08-14 19:01:59.781,5991e7088907ca2f441cd3cf,100.0,59887121d7c3703f96fda00c
204,2017-08-14 19:03:37.016,5991e7e40be9d42f2f68b987,0.0,59887121d7c3703f96fda00c
205,2017-08-14 19:04:43.876,5991e6f18907ca2f441cd3cc,100.0,59887c83684f4a3f78163c02
206,2017-08-14 19:04:53.020,5991e6b2b3c8b42f3d5da485,100.0,59887c83684f4a3f78163c02
207,2017-08-14 19:05:53.736,5991e7253c13e92f349ee4fe,100.0,59887121d7c3703f96fda00c
208,2017-08-14 19:06:05.651,5991e7683c13e92f349ee4ff,100.0,59887121d7c3703f96fda00c
209,2017-08-14 19:12:40.785,5991e7fb8907ca2f441cd3d1,100.0,59887121d7c3703f96fda00c
210,2017-08-14 19:13:22.404,5991e83c8907ca2f441cd3d3,100.0,59887c83684f4a3f78163c02
211,2017-08-14 19:13:28.440,5991e6f90be9d42f2f68b986,100.0,59888cb2d2f43b3f548ef054
212,2017-08-14 19:13:49.832,5991e7518907ca2f441cd3d0,100.0,59887c83684f4a3f78163c02
213,2017-08-14 19:16:53.138,5991e8bcb3c8b42f3d5da488,100.0,59887c83684f4a3f78163c02
214,2017-08-14 19:17:47.731,5991e8fb3c13e92f349ee500,100.0,59887c83684f4a3f78163c02
215,2017-08-14 19:17:59.285,5991e8a50be9d42f2f68b988,100.0,59887c83684f4a3f78163c02
216,2017-08-14 19:18:21.780,5991e6b2b3c8b42f3d5da485,100.0,59888cb2d2f43b3f548ef054
217,2017-08-14 19:18:42.535,5991e6f18907ca2f441cd3cc,100.0,59888cb2d2f43b3f548ef054
218,2017-08-14 19:19:03.848,5991e6ccb3c8b42f3d5da486,100.0,59885f8d684f4a3f78163c00
219,2017-08-14 19:19:08.990,5991ef07b3c8b42f3d5da4aa,100.0,59887121d7c3703f96fda00c
220,2017-08-14 19:19:21.450,5991e71c3c13e92f349ee4fd,100.0,59887121d7c3703f96fda00c
221,2017-08-14 19:20:32.491,5991e6f10be9d42f2f68b985,100.0,59888cb2d2f43b3f548ef054
222,2017-08-14 19:22:13.484,5991e7e40be9d42f2f68b987,0.0,59887121d7c3703f96fda00c
223,2017-08-14 19:23:43.389,5991e6f90be9d42f2f68b986,100.0,59888ea5d2f43b3f548ef057
224,2017-08-14 19:25:31.456,5991e6ccb3c8b42f3d5da486,100.0,59885f8d684f4a3f78163c00
225,2017-08-14 19:27:09.543,5991e7038907ca2f441cd3ce,100.0,59887c83684f4a3f78163c02
226,2017-08-14 19:27:34.694,5991e6f18907ca2f441cd3cc,100.0,59888ea5d2f43b3f548ef057
227,2017-08-14 19:27:35.433,5991e6b2b3c8b42f3d5da485,100.0,59888ea5d2f43b3f548ef057
228,2017-08-14 19:28:23.211,5991e6f10be9d42f2f68b985,100.0,59887c83684f4a3f78163c02
229,2017-08-14 19:29:19.679,5991e6f90be9d42f2f68b986,100.0,59887c83684f4a3f78163c02
230,2017-08-14 19:29:19.739,5991e7038907ca2f441cd3ce,100.0,59887c83684f4a3f78163c02
231,2017-08-14 19:30:12.684,5991e708b3c8b42f3d5da487,100.0,59887c83684f4a3f78163c02
232,2017-08-14 19:30:30.257,5991e7e40be9d42f2f68b987,100.0,59887121d7c3703f96fda00c
233,2017-08-14 19:30:41.744,5991e7e40be9d42f2f68b987,100.0,59887121d7c3703f96fda00c
234,2017-08-14 19:30:51.734,5991e7e40be9d42f2f68b987,100.0,59887121d7c3703f96fda00c
235,2017-08-14 19:31:46.462,5991e7518907ca2f441cd3d0,100.0,59888cb2d2f43b3f548ef054
236,2017-08-14 19:33:10.329,5991e8bcb3c8b42f3d5da488,100.0,59888cb2d2f43b3f548ef054
237,2017-08-14 19:33:24.085,5991e6dd3c13e92f349ee4fb,100.0,59888cb2d2f43b3f548ef054
238,2017-08-14 19:34:00.466,5991e7038907ca2f441cd3ce,100.0,59888cb2d2f43b3f548ef054
239,2017-08-14 19:34:10.295,5991e8a50be9d42f2f68b988,100.0,59888cb2d2f43b3f548ef054
240,2017-08-14 19:34:39.128,5991e6f10be9d42f2f68b985,100.0,59888ea5d2f43b3f548ef057
241,2017-08-14 19:35:01.535,5991e7253c13e92f349ee4fe,100.0,59887c83684f4a3f78163c02
242,2017-08-14 19:36:08.367,5991e71c3c13e92f349ee4fd,100.0,59887c83684f4a3f78163c02
243,2017-08-14 19:36:09.960,5991e6ccb3c8b42f3d5da486,0.0,59887c83684f4a3f78163c02
244,2017-08-14 19:36:51.795,5991e7518907ca2f441cd3d0,100.0,59888ea5d2f43b3f548ef057
245,2017-08-14 19:37:09.746,5991e6dd3c13e92f349ee4fb,100.0,59888cb2d2f43b3f548ef054
246,2017-08-14 19:38:09.044,5991e7038907ca2f441cd3ce,100.0,59888ea5d2f43b3f548ef057
247,2017-08-14 19:39:38.652,5991ef07b3c8b42f3d5da4aa,100.0,59887c83684f4a3f78163c02
248,2017-08-14 19:39:50.221,5991e6f58907ca2f441cd3cd,100.0,59887c83684f4a3f78163c02
249,2017-08-14 19:40:10.142,5991e708b3c8b42f3d5da487,100.0,59888cb2d2f43b3f548ef054
250,2017-08-14 19:41:58.695,5991e83c8907ca2f441cd3d3,100.0,59888cb2d2f43b3f548ef054
251,2017-08-14 19:44:00.650,5991e71c3c13e92f349ee4fd,100.0,59888cb2d2f43b3f548ef054
252,2017-08-14 19:45:38.616,5991e8bcb3c8b42f3d5da488,100.0,59888ea5d2f43b3f548ef057
253,2017-08-14 19:45:39.029,5991e8fb3c13e92f349ee500,100.0,59888ea5d2f43b3f548ef057
254,2017-08-14 19:45:46.501,5991e7253c13e92f349ee4fe,100.0,59888cb2d2f43b3f548ef054
255,2017-08-14 19:45:50.981,5991e8a50be9d42f2f68b988,100.0,59888ea5d2f43b3f548ef057
256,2017-08-14 19:48:24.863,5991e7fb8907ca2f441cd3d1,100.0,59887c83684f4a3f78163c02
