,idTurma,matricula,ano,idAluno,notaProva1,questoesFeitasProva1,quantidadeProva1,tituloProva1,notaProva2,questoesFeitasProva2,quantidadeProva2,tituloProva2,mediaProvas,situacao,qsub1,qsub2,qsub3,qsub4,qsub5,qsubp1,qsubp2,totalsub,igualACeml123,igualACeml45
153,5ae078b65c7ccb1a0c9f6042,20170147290.0,2018.1,5ab26779a7761c041bc62a0b,0.0,5.0,5.0,Prova 1 - Turmas 3A e 3B,0.0,2.0,5.0,Prova 02 - Turmas 3A e 3B - 2018.1,0.0,0,2,6,3,9,3,11,12,23,10,11
154,5ae078b65c7ccb1a0c9f6042,20170033656.0,2018.1,5ab267afa7761c041bc62a0c,8.2,5.0,5.0,Prova 1 - Turmas 3A e 3B,100.0,2.0,2.0,Prova de Laboratório 2 : Turma 2D : 2019.1,54.1,1,1,1,1,16,7,3,23,26,2,21
155,5ca4b931b50b333d9c9163df,20170033656.0,2019.1,5ab267afa7761c041bc62a0c,100.0,3.0,3.0,Prova de Laboratório 1 : Turma 2D : 2019.1,100.0,2.0,2.0,Prova de Laboratório 2 : Turma 2D : 2019.1,100.0,1,1,1,1,16,7,3,23,26,2,21
156,5ae078b65c7ccb1a0c9f6042,20170039112.0,2018.1,5a9ff670a69253042423732f,23.2,5.0,5.0,Prova 1 - Turmas 3A e 3B,66.6,5.0,5.0,Prova 02 - Turmas 3A e 3B - 2018.1,44.9,0,3,13,8,3,6,24,9,33,24,9
157,5ae078b65c7ccb1a0c9f6042,20170032532.0,2018.1,5a9ff6a26e994c04109f0405,73.2,5.0,5.0,Prova 1 - Turmas 3A e 3B,50.0,3.0,5.0,Prova 02 - Turmas 3A e 3B - 2018.1,61.6,1,2,7,5,4,1,14,5,19,11,5
158,5ae078b65c7ccb1a0c9f6042,20170045290.0,2018.1,5aa93051a7761c041bc6280d,88.0,5.0,5.0,Prova 1 - Turmas 3A e 3B,0.0,0.0,0.0,0,44.0,0,7,13,10,13,9,30,22,52,30,22
159,5ae079cd5c7ccb1a0c9f6043,20170138291.0,2018.1,5ab2681df929900420522a53,0.0,5.0,5.0,Prova 1 - Turmas 3A e 3B,66.5,4.0,4.0,Prova 2 - Turma 3B - 2018.2,33.25,0,13,8,17,10,7,38,17,55,32,16
160,5b7b00efb50b33674989816a,20170138291.0,2018.2,5ab2681df929900420522a53,87.5,4.0,4.0,Prova 1 - Turma 3B - 2018.2,66.5,4.0,4.0,Prova 2 - Turma 3B - 2018.2,77.0,1,13,8,17,10,7,38,17,55,32,16
161,5ae079cd5c7ccb1a0c9f6043,20170116801.0,2018.1,5a9ff6516e994c04109f0402,0.0,5.0,5.0,Prova 1 - Turmas 3A e 3B,20.0,5.0,5.0,Prova 02 - Turmas 3A e 3B - 2018.1,10.0,0,6,10,8,8,3,24,11,35,19,10
162,5ae079cd5c7ccb1a0c9f6043,20170149731.0,2018.1,5ab015e06a77db040b66123e,93.2,5.0,5.0,Prova 1 - Turmas 3A e 3B,0.0,0.0,0.0,0,46.6,0,6,16,9,3,1,31,4,35,29,4
